document_id,subject_str,subject_id,subject_type,predicate_org,predicate,object_str,object_id,object_type,text
10010181,einstein,http://www.wikidata.org/entity/Q937,Person,was born,be bear,german,http://www.wikidata.org/entity/Q188,Language,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,Einstein,PERSON,moved,move,switzerland,Switzerland,GPE,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,Einstein,PERSON,moved,move,switzerland,http://www.wikidata.org/entity/Q39,Country,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,http://www.wikidata.org/entity/Q937,Person,moved,move,switzerland,Switzerland,GPE,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,http://www.wikidata.org/entity/Q937,Person,moved,move,switzerland,http://www.wikidata.org/entity/Q39,Country,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,Einstein,PERSON,forsaking,forsake,german,German,NORP,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,Einstein,PERSON,forsaking,forsake,the kingdom of württemberg,the Kingdom of Württemberg,ORG,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,Einstein,PERSON,forsaking,forsake,german,http://www.wikidata.org/entity/Q188,Language,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,http://www.wikidata.org/entity/Q937,Person,forsaking,forsake,german,German,NORP,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,http://www.wikidata.org/entity/Q937,Person,forsaking,forsake,the kingdom of württemberg,the Kingdom of Württemberg,ORG,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010181,einstein,http://www.wikidata.org/entity/Q937,Person,forsaking,forsake,german,http://www.wikidata.org/entity/Q188,Language,"Einstein was born in the German Empire , but moved to Switzerland in 1895 , forsaking his German citizenship ( as a subject of the Kingdom of Württemberg ) [ note 1 ] the following year ."
10010221,einstein,Einstein,PERSON,moved,move,berlin,Berlin,GPE,"In 1914 , Einstein moved to Berlin in order to join the Prussian Academy of Sciences and the Humboldt University of Berlin ."
10010221,einstein,http://www.wikidata.org/entity/Q937,Person,moved,move,berlin,Berlin,GPE,"In 1914 , Einstein moved to Berlin in order to join the Prussian Academy of Sciences and the Humboldt University of Berlin ."
10010231,einstein,Einstein,PERSON,became,become,the kaiser wilhelm institute for physics,the Kaiser Wilhelm Institute for Physics,ORG,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q1162163,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q2493761,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q2526255,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q2824523,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q3387717,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q3455803,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,Einstein,PERSON,became,become,director,http://www.wikidata.org/entity/Q5280518,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,the kaiser wilhelm institute for physics,the Kaiser Wilhelm Institute for Physics,ORG,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q1162163,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q2493761,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q2526255,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q2824523,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q3387717,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q3455803,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010231,einstein,http://www.wikidata.org/entity/Q937,Person,became,become,director,http://www.wikidata.org/entity/Q5280518,Profession,"In 1917 , Einstein became director of the Kaiser Wilhelm Institute for Physics ; he also became a German citizen again , this time Prussian ."
10010241,einstein,Einstein,PERSON,was visiting,be visit,the united states,the United States,GPE,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,einstein,Einstein,PERSON,was visiting,be visit,the united states,http://www.wikidata.org/entity/Q30,Country,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,einstein,http://www.wikidata.org/entity/Q937,Person,was visiting,be visit,the united states,the United States,GPE,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,einstein,http://www.wikidata.org/entity/Q937,Person,was visiting,be visit,the united states,http://www.wikidata.org/entity/Q30,Country,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,adolf hitler,Adolf Hitler,PERSON,came,come,germany,Germany,GPE,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,adolf hitler,Adolf Hitler,PERSON,came,come,germany,http://www.wikidata.org/entity/Q183,Country,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010241,adolf hitler,Adolf Hitler,PERSON,came,come,germany,http://www.wikidata.org/entity/Q41304,Country,"In 1933 , while Einstein was visiting the United States , Adolf Hitler came to power in Germany ."
10010261,franklin d. roosevelt,Franklin D. Roosevelt,PERSON,alerting,alert,german,German,NORP,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,franklin d. roosevelt,Franklin D. Roosevelt,PERSON,alerting,alert,german,http://www.wikidata.org/entity/Q188,Language,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,president,http://www.wikidata.org/entity/Q4376769,Award,alerting,alert,german,German,NORP,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,president,http://www.wikidata.org/entity/Q4376769,Award,alerting,alert,german,http://www.wikidata.org/entity/Q188,Language,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,president,http://www.wikidata.org/entity/Q61061,Award,alerting,alert,german,German,NORP,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,president,http://www.wikidata.org/entity/Q61061,Award,alerting,alert,german,http://www.wikidata.org/entity/Q188,Language,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,franklin d. roosevelt,Franklin D. Roosevelt,PERSON,recommending,recommend,the us,http://www.wikidata.org/entity/Q30,Country,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,president,http://www.wikidata.org/entity/Q4376769,Award,recommending,recommend,the us,http://www.wikidata.org/entity/Q30,Country,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010261,president,http://www.wikidata.org/entity/Q61061,Award,recommending,recommend,the us,http://www.wikidata.org/entity/Q30,Country,"On the eve of World War II , he endorsed a letter to President Franklin D. Roosevelt alerting him to the potential German nuclear weapons program and recommending that the US begin similar research ."
10010271,einstein,Einstein,PERSON,supported,support,allies,Allies,ORG,Einstein supported the Allies but generally denounced the idea of nuclear weapons .
10010271,einstein,http://www.wikidata.org/entity/Q937,Person,supported,support,allies,Allies,ORG,Einstein supported the Allies but generally denounced the idea of nuclear weapons .
10020001,roger penrose,Roger Penrose,PERSON,is,be,english,English,LANGUAGE,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger penrose,Roger Penrose,PERSON,is,be,english,http://www.wikidata.org/entity/Q1860,Language,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger penrose,Roger Penrose,PERSON,is,be,mathematician,http://www.wikidata.org/entity/Q170790,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,english,English,LANGUAGE,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,english,http://www.wikidata.org/entity/Q1860,Language,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,mathematician,http://www.wikidata.org/entity/Q170790,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,english,English,LANGUAGE,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,english,http://www.wikidata.org/entity/Q1860,Language,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,mathematician,http://www.wikidata.org/entity/Q170790,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger penrose,Roger Penrose,PERSON,is,be,philosopher of science,http://www.wikidata.org/entity/Q16389557,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,philosopher of science,http://www.wikidata.org/entity/Q16389557,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,philosopher of science,http://www.wikidata.org/entity/Q16389557,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger penrose,Roger Penrose,PERSON,is,be,physicist,http://www.wikidata.org/entity/Q169470,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,physicist,http://www.wikidata.org/entity/Q169470,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,physicist,http://www.wikidata.org/entity/Q169470,Profession,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger penrose,Roger Penrose,PERSON,is,be,nobel laureate in physics,Nobel Laureate in Physics,WORK_OF_ART,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger penrose,Roger Penrose,PERSON,is,be,nobel,http://www.wikidata.org/entity/Q7191,Award,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,nobel laureate in physics,Nobel Laureate in Physics,WORK_OF_ART,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,frs honfinst,FRS HonFInst,PERSON,is,be,nobel,http://www.wikidata.org/entity/Q7191,Award,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,nobel laureate in physics,Nobel Laureate in Physics,WORK_OF_ART,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020001,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,nobel,http://www.wikidata.org/entity/Q7191,Award,"Sir Roger Penrose OM FRS HonFInstP is an English mathematician , mathematical physicist , philosopher of science and Nobel Laureate in Physics ."
10020002,roger penrose om,Roger Penrose OM,PERSON,is,be,british,British,NORP,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020002,roger penrose om,Roger Penrose OM,PERSON,is,be,mathematician,http://www.wikidata.org/entity/Q170790,Profession,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020002,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,british,British,NORP,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020002,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,mathematician,http://www.wikidata.org/entity/Q170790,Profession,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020002,roger penrose om,Roger Penrose OM,PERSON,is,be,theoretical physicist,http://www.wikidata.org/entity/Q19350898,Profession,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020002,roger,http://www.wikidata.org/entity/Q277766,Person,is,be,theoretical physicist,http://www.wikidata.org/entity/Q19350898,Profession,Sir Roger Penrose OM is a British mathematician and theoretical physicist .
10020031,wolf prize in physics,Wolf Prize in Physics,WORK_OF_ART,shared,share,stephen hawking,Stephen Hawking,PERSON,"He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020031,wolf prize in physics,Wolf Prize in Physics,WORK_OF_ART,shared,share,penrose,Penrose,PERSON,"He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020031,wolf prize in physics,Wolf Prize in Physics,WORK_OF_ART,shared,share,hawking,http://www.wikidata.org/entity/Q8067100,Profession,"He has received several prizes and awards , including the 1988 Wolf Prize in Physics , which he shared with Stephen Hawking for the Penrose–Hawking singularity theorems , and one half of the 2020 Nobel Prize in Physics `` for the discovery that black hole formation is a robust prediction of the general theory of relativity '' ."
10020052,the nobel prize,the Nobel Prize,WORK_OF_ART,went,go,andrea ghez,Andrea Ghez,PERSON,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10020052,the nobel prize,the Nobel Prize,WORK_OF_ART,went,go,the milky way,the Milky Way,LOC,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10020052,nobel prize,http://www.wikidata.org/entity/Q7191,Award,went,go,andrea ghez,Andrea Ghez,PERSON,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10020052,nobel prize,http://www.wikidata.org/entity/Q7191,Award,went,go,the milky way,the Milky Way,LOC,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10020052,the nobel prize,the Nobel Prize,WORK_OF_ART,went,go,reinhard genzel,Reinhard Genzel,PERSON,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10020052,nobel prize,http://www.wikidata.org/entity/Q7191,Award,went,go,reinhard genzel,Reinhard Genzel,PERSON,The second half of the Nobel Prize went to Andrea Ghez and Reinhard Genzel for empirical evidence of the existence of a supermassive black hole in the center of the Milky Way
10030001,german,German,NORP,received,receive,the nobel prize in chemistry,the Nobel Prize in Chemistry,WORK_OF_ART,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,german,German,NORP,received,receive,chemist,http://www.wikidata.org/entity/Q593644,Profession,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,german,German,NORP,received,receive,nobel prize in chemistry,http://www.wikidata.org/entity/Q44585,Award,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,german,http://www.wikidata.org/entity/Q188,Language,received,receive,the nobel prize in chemistry,the Nobel Prize in Chemistry,WORK_OF_ART,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,german,http://www.wikidata.org/entity/Q188,Language,received,receive,chemist,http://www.wikidata.org/entity/Q593644,Profession,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,german,http://www.wikidata.org/entity/Q188,Language,received,receive,nobel prize in chemistry,http://www.wikidata.org/entity/Q44585,Award,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,chemist,http://www.wikidata.org/entity/Q593644,Profession,received,receive,the nobel prize in chemistry,the Nobel Prize in Chemistry,WORK_OF_ART,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,chemist,http://www.wikidata.org/entity/Q593644,Profession,received,receive,chemist,http://www.wikidata.org/entity/Q593644,Profession,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,chemist,http://www.wikidata.org/entity/Q593644,Profession,received,receive,nobel prize in chemistry,http://www.wikidata.org/entity/Q44585,Award,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,fritz haber,Fritz Haber,PERSON,was,be,german,German,NORP,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,fritz haber,Fritz Haber,PERSON,was,be,the nobel prize in chemistry,the Nobel Prize in Chemistry,WORK_OF_ART,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,fritz haber,Fritz Haber,PERSON,was,be,haber,Haber,PERSON,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,fritz haber,Fritz Haber,PERSON,was,be,bosch,Bosch,ORG,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,fritz haber,Fritz Haber,PERSON,was,be,german,http://www.wikidata.org/entity/Q188,Language,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
10030001,fritz haber,Fritz Haber,PERSON,was,be,chemist,http://www.wikidata.org/entity/Q593644,Profession,"Fritz Haber was a German chemist who received the Nobel Prize in Chemistry in 1918 for his invention of the Haber–Bosch process , a method used in industry to synthesize ammonia from nitrogen gas and hydrogen gas ."
